Restaurant Name,Rating,Price Range,Type of food,Phone,Address,Zipcode,City,State,Country,Website,Hours
El Sesteo de las Aguilas,,,"Tacos, Tacos",+52 656 632 3042,"Calle Rafael Velarde 389, Col. Centro",32000,Ciudad Juárez,Chihuahua,MX,,Mon 8:30 am - 9:00 pm Closed now; Tue 8:30 am - 9:00 pm; Wed 8:30 am - 9:00 pm; Thu 8:30 am - 9:00 pm; Fri 8:30 am - 9:00 pm; Sat 8:30 am - 9:00 pm; Sun 8:30 am - 9:00 pm
El Socio Taquería Naiz,4.0,$,"Tacos, Tacos",+52 998 252 3689,Mero Retorno 1 8,77500,Cancún,Quintana Roo,MX,,Mon 4:00 pm - 11:00 pm Closed now; Tue 4:00 pm - 11:00 pm; Wed 4:00 pm - 11:00 pm; Thu 4:00 pm - 11:00 pm; Fri 4:00 pm - 12:00 am; Sat 4:00 pm - 12:00 am; Sun Closed
El Sultán,4.0,$,"Tacos, Tacos",+52 222 232 6632,"Calle 5 Mayo 2, Centro",72000,Puebla,,MX,,Mon 11:00 am - 10:00 pm; Tue 11:00 am - 10:00 pm; Wed 11:00 am - 10:00 pm; Thu 11:00 am - 10:00 pm; Fri 11:00 am - 10:00 pm; Sat 11:00 am - 10:00 pm; Sun 11:00 am - 10:00 pm Open now
El Super Paisa,5.0,$$,"Tacos, Tacos",+52 222 225 1058,"Av.  Andrómeda 828, Col. Concepcion la Cruz",,Puebla,,MX,super-paisa.com.mx,
El Súper Paisa,,,"Tacos, Tacos",+52 222 221 2669,"31 Poniente 302, Col. Insurgentes Centro",72550,Puebla,,MX,,
El Super Salsa,3.5,,"Tacos, Tacos",,"Recta a Cholula 4512, Col. la Paz",72180,Puebla,,MX,,
El Super Salsa,3.0,,"Tacos, Tacos",,Diagonal Benito Juárez Col. Nueva Antequera,72180,Puebla,,MX,,Mon 11:00 am - 8:00 pm; Tue 11:00 am - 8:00 pm; Wed 11:00 am - 8:00 pm; Thu 11:00 am - 8:00 pm; Fri 11:00 am - 8:00 pm; Sat 11:00 am - 8:00 pm; Sun 11:00 am - 6:00 pm Closed now
El Tacazo,3.0,,"Tacos, Tacos",,"Av. Juarez 246-A, Col. Zona Centro",44100,Zona Centro,Jalisco,MX,,Mon 12:00 pm - 10:00 pm; Tue 12:00 pm - 10:00 pm; Wed 12:00 pm - 10:00 pm; Thu 12:00 pm - 10:00 pm; Fri 12:00 pm - 10:00 pm; Sat 12:00 pm - 10:00 pm; Sun 12:00 pm - 10:00 pm Open now
El Taco de Don Juan,4.0,$$,"Tacos, Tacos",+52 55 5519 9941,Eje Central Lázaro Cárdenas 302,06880,"México, D.F.",,MX,,
El taco loco,3.0,,"Tacos, Tacos",,"Dalias 217, Col. Reforma",68050,Oaxaca,,MX,,
El Taco Loro,3.0,$,"Tacos, Tacos",,Av Chacmool esquina Av Jacinto Canek Fraccionamiento Los Heroes,77518,Los Heroes,Quintana Roo,MX,,Mon 5:30 am - 12:00 am Open now; Tue 5:30 am - 12:00 am; Wed 5:30 am - 12:00 am; Thu 5:30 am - 12:00 am; Fri 5:30 am - 12:00 am; Sat 5:30 am - 12:00 am; Sun 5:30 am - 12:00 am
El Taco Motorizado,4.5,,"Tacos, Tacos",+52 81 149 29472,"Rio Colorado 201, Col. Del Valle",66220,San Pedro Garza García,Nuevo León,MX,,
El Taco Ranchero,4.5,,"Tacos, Tacos",+52 222 500 1819,"Blvd. Vicente Guerrero S/N, Col. Valle del Sol",72565,Puebla,,MX,,Mon Closed; Tue Closed; Wed Closed; Thu Closed; Fri Closed; Sat 8:30 am - 6:00 pm; Sun 8:30 am - 6:00 pm Closed now
El Tacomiendito,,,"Tacos, Tacos",+52 664 494 5760,Blvd.Gustavo Diaz Ordaz 1877,22426,Tijuana,Baja California,MX,,
El Tacomiendo,4.0,$$,"Tacos, Tacos",,"Av. Las Ferias S/N, Col. Lomas de Agua Caliente",22034,Tijuana,Baja California,MX,,Mon 4:00 pm - 2:00 am; Tue 4:00 pm - 2:00 am; Wed 4:00 pm - 2:00 am; Thu 4:00 pm - 2:00 am; Fri 4:00 pm - 5:00 am; Sat 4:00 pm - 5:00 am; Sun 4:00 pm - 12:00 am Closed now
El Tacon de Marlin,5.0,$,"Tacos, Tacos",,Honduras145,48350,Puerto Vallarta,Jalisco,MX,,
El Taconazo,4.5,$,"Tacos, Tacos",+52 664 681 8208,"Av. Hipódromo 204, Col. Hipódromo",22420,Tijuana,Baja California,MX,,Mon 12:00 pm - 9:00 pm; Tue 12:00 pm - 9:00 pm; Wed 12:00 pm - 9:00 pm; Thu 12:00 pm - 9:00 pm; Fri 12:00 pm - 9:00 pm; Sat Closed; Sun Closed
El Taco-Queto,5.0,,"Tacos, Tacos",,"Av 4 Oriente 801, Col. Centro",72000,Heroica Puebla de Zaragoza,Puebla,MX,,
El Tacquito Loco,4.0,$,"Tacos, Tacos",,Av. Ejército Nacional 8162,32618,Juárez,Chihuahua,MX,,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 3:00 am; Sat 12:00 pm - 3:00 am; Sun 12:00 pm - 12:00 am Open now
El Takin,3.0,,"Tacos, Tacos",+52 951 157 1411,"Calle Zempoaltepetl 612, Col. Volcanes",68020,Oaxaca,,MX,,
El Takiro,4.5,,"Tacos, Tacos",+52 81 811 53611,"Anillo Periférico 1201, Col. San Jerónimo",64630,Monterrey,Nuevo León,MX,,
El takiro,4.0,,"Tacos, Tacos",,"Anillo Periférico #1201, Col. Colinas De San Jerónimo",64630,Monterrey,Nuevo León,MX,,
El Takorock,3.0,,"Tacos, Tacos",,"Calle 127, Col. 96",77535,Cancún,Quintana Roo,MX,,
El Taquerito,5.0,,"Tacos, Tacos",,"Av. del Sol 202, Col. Concepción La Cruz",,Heroica Puebla de Zaragoza,Puebla,MX,,
El Taquito Hidalguense,5.0,,"Tacos, Tacos",+52 322 144 3191,Panamá 177,48350,Puerto Vallarta,Jalisco,MX,,
El Taquito Poblano,3.0,,"Tacos, Tacos",,"Av. Reforma 5312, Col. La Libertad",72160,Puebla,,MX,,
El Taurino,3.0,$$,"Tacos, Tacos",+52 999 953 6767,"Calle 61 #179, x 42 y 44 Francisco de Montejo",97203,Mérida,Yucatán,MX,,Mon Closed; Tue 7:00 pm - 1:00 am; Wed 7:00 pm - 1:00 am; Thu 7:00 pm - 1:00 am; Fri 7:00 pm - 1:00 am; Sat 7:00 pm - 1:00 am; Sun 7:00 pm - 1:00 am Open now
El Tigre,3.5,$,"Tacos, Tacos",,"Paseo Madero S/N, Col. Jardín Embajadoras",36000,Guanajuato,,MX,,
El Tío Gambo,4.5,$,"Tacos, Tacos",+52 222 233 0215,"Calle 24 Sur 3105, Col. El Mirador",72530,Heróica Puebla de Zaragoza,Puebla,MX,eltiogambo.com,Mon Closed; Tue 1:00 pm - 11:30 pm; Wed 1:00 pm - 11:30 pm; Thu 1:00 pm - 11:30 pm; Fri 1:00 pm - 11:30 pm; Sat 8:00 am - 11:30 pm; Sun 8:00 am - 11:30 pm Open now
El Tizne,5.0,,"Tacos, Tacos",,"Prolongacion de la Noria s/n, Cinco Señores",68120,Oaxaca,,MX,,
El Tizok Tako’s Grill,4.0,$,"Tacos, Tacos",+52 322 224 6313,"Blvd. Francisco Medina Ascencio S/N, Col. Versalles",48310,Puerto Vallarta,Jalisco,MX,,Mon 11:00 am - 1:30 am; Tue 11:00 am - 1:30 am; Wed 11:00 am - 1:30 am; Thu 11:00 am - 1:30 am; Fri 11:00 am - 1:30 am; Sat 11:00 am - 1:30 am; Sun 11:00 am - 1:30 am Open now
El Tizoncito,3.0,,"Tacos, Tacos",+52 222 688 9090,"Av. del Castillo 5838, Col. Lomas de Angelópolis",,San Andrés Cholula,Puebla,MX,eltizoncito.com.mx,Mon 12:00 pm - 12:30 am; Tue 12:00 pm - 12:30 am; Wed 12:00 pm - 12:30 am; Thu 12:00 pm - 2:00 am; Fri 12:00 pm - 2:00 am; Sat 12:00 pm - 2:00 am; Sun 12:00 pm - 12:30 am Open now
El Tizoncito,4.5,$,"Tacos, Tacos",+52 55 5211 5139,Campeche 362 - A,06100,"México, D.F.",,MX,eltizoncito.com.mx,Mon 2:00 pm - 11:00 pm Closed now; Tue 2:00 pm - 11:00 pm; Wed 2:00 pm - 11:00 pm; Thu 2:00 pm - 11:00 pm; Fri 2:00 pm - 11:00 pm; Sat 2:00 pm - 11:00 pm; Sun 2:00 pm - 11:00 pm
El Torito,5.0,$,"Tacos, Tacos",,Norte 1 102,68100,Santa Lucía del Camino,Oaxaca,MX,,Mon 7:00 pm - 2:00 am; Tue Closed; Wed 7:00 pm - 2:00 am; Thu 7:00 pm - 2:00 am; Fri 7:00 pm - 2:00 am; Sat 7:00 pm - 2:00 am; Sun 7:00 pm - 2:00 am Closed now
El Tremendo Tako,4.5,$,"Tacos, Tacos",+52 55 4159 2853,Av. Centenario 1113,07040,"México, D.F.",,MX,,
El Trompo,,$,"Tacos, Tacos",+52 66 112 01216,"Av. Benito Juárez 210, Fracc. El Lienzo, Local 11",22710,Rosarito,Baja California,MX,,Mon 1:00 pm - 12:00 am; Tue 1:00 pm - 12:00 am; Wed 1:00 pm - 12:00 am; Thu 1:00 pm - 12:00 am; Fri 1:00 pm - 12:00 am; Sat 1:00 pm - 12:00 am; Sun 1:00 pm - 12:00 am Open now
El Trompo,3.0,$,"Tacos, Tacos",,Porfirio Diaz  211,68000,Oaxaca,,MX,,
El Trompo de San Javier,4.5,$,"Tacos, Tacos",+52 47 373 23743,"Allende 7, Zona Centro",36000,Guanajuato,,MX,,Mon 5:00 pm - 11:00 pm; Tue 5:00 pm - 11:00 pm; Wed 5:00 pm - 11:00 pm; Thu 5:00 pm - 11:00 pm; Fri 5:00 pm - 11:00 pm; Sat 5:00 pm - 11:00 pm; Sun Closed
El Viajero,3.0,,"Tacos, Tacos",,"Periférico 1021, Col. Centro Oaxaca",68103,Oaxaca,,MX,,
El Vilsito,4.5,$$,"Tacos, Tacos",+52 55 5682 7213,"Av. Universidad 248, Col. Narvarte",03020,"México, D.F.",,MX,,Mon 8:00 pm - 3:00 am; Tue 8:00 pm - 3:00 am; Wed 8:00 pm - 3:00 am; Thu 8:00 pm - 3:00 am; Fri 8:00 pm - 5:00 am; Sat 8:00 pm - 5:00 am; Sun 4:00 pm - 12:00 am Open now
El Zapata,4.5,$$,"Tacos, Tacos",+52 222 603 3512,2 Norte S/N,72810,San Andrés Cholula,Puebla,MX,elzapata.com,
El Zorba Tacos Arabes y Gyros,,,"Tacos, Tacos",+52 229 281 8516,"Calle España 745, Col. Reforma",91919,Veracruz,,MX,,Mon 5:00 pm - 1:00 am; Tue 5:00 pm - 1:00 am; Wed 5:00 pm - 1:00 am; Thu 5:00 pm - 1:00 am; Fri 5:00 pm - 1:00 am; Sat 5:00 pm - 1:00 am; Sun Closed
Enchiladas Cumbres,3.5,,"Tacos, Tacos",,Calle Alejandro de Rodas,,Monterrey,Nuevo León,MX,,
Enchiladas Rossy,5.0,,"Tacos, Tacos",,Av. 2 de Abril S/N,64700,Monterrey,Nuevo León,MX,,
Entacarte el Arte de Comer Tacos,4.5,$,"Tacos, Tacos",+52 222 884 0513,"Av. 25 Poniente 4106, Col. Belisario Domínguez",72180,Puebla,,MX,,Mon 12:00 pm - 11:00 pm Closed now; Tue 12:00 pm - 11:00 pm; Wed 12:00 pm - 11:00 pm; Thu 12:00 pm - 11:00 pm; Fri 12:00 pm - 12:00 am; Sat 12:00 pm - 12:00 am; Sun Closed
Espino’s,,,"Tacos, Tacos",,"Av Cruz del Sur, Loma Bonita Ejidal",,Zapopan,Jalisco,MX,,
Fiesta Tacos,,,"Tacos, Tacos",,Av. Humberto Lobo,,Monterrey,Nuevo León,MX,,
Fish Tacos,5.0,,"Tacos, Tacos",,"The Plaza, Alfredo V. Bonfil S/N",63732,Bucerias,Nayarit,MX,,
Flautlán,4.0,$,"Tacos, Tacos",+52 222 246 3232,"2 Norte 209, Col. Centro",72000,Puebla,,MX,flautlan.com,Mon 10:30 am - 9:00 pm; Tue 10:30 am - 9:00 pm; Wed 10:30 am - 9:00 pm; Thu 10:30 am - 9:00 pm; Fri 10:30 am - 9:00 pm; Sat 10:30 am - 9:00 pm; Sun 10:30 am - 9:00 pm Open now
Foco Amarillo,4.5,,"Tacos, Tacos",+52 81 164 42560,"Av. Jose Vasconcelos 124, Col. del Valle",88000,Del Valle,Nuevo León,MX,,Mon 8:00 pm - 3:00 am; Tue 8:00 pm - 3:00 am; Wed 8:00 pm - 3:00 am; Thu 8:00 pm - 4:00 am; Fri 8:00 pm - 4:00 am; Sat 8:00 pm - 4:00 am; Sun 8:00 pm - 3:00 am Closed now
Fokus,,$$,"Tacos, Tacos",,Calle Benito Juárez 1731,91755,Veracruz,,MX,,
Frulatti,1.5,$,"Tacos, Tacos",+52 222 226 5468,col.Blvd San Felipe #114 Col. Villa Posadas,72060,Puebla,,MX,frullatti.com,
Frulatti,4.0,$,"Tacos, Tacos",+52 222 477 5138,"Av. Independencia 6101, Col. Patrimonio, esq. con Margaritas",72450,Puebla,,MX,frullatti.com,
Frullatti,3.5,,"Tacos, Tacos",+52 222 231 3399,"Av. Independencia 6101, Col. Patrimonio",72450,Patrimonio,Puebla,MX,frullatti.com,Mon 7:00 am - 3:00 am; Tue 7:00 am - 3:00 am; Wed 7:00 am - 3:00 am; Thu 7:00 am - 3:00 am; Fri 7:00 am - 3:00 am; Sat 7:00 am - 3:00 am; Sun 7:00 am - 3:00 am Open now
Frullatti,3.0,,"Tacos, Tacos",+52 222 231 3399,"Avenida Juárez 2318, Colonia La Paz",56400,La Paz,Puebla,MX,frullatti.com,
Galería del Taco,4.0,,"Tacos, Tacos",,Av. Ruben Darío 1525,44639,Guadalajara,Jalisco,MX,,
Gali’sss,4.0,$,"Tacos, Tacos",,Plaza Estación Central S/N,,Misiones de San Francisco,Puebla,MX,,
Girochos,5.0,$,"Tacos, Tacos",+52 33 381 71499,"Av. Providencia 2673, Col. Providencia",44630,Guadalajara,Jalisco,MX,girochos.com.mx,Mon 1:00 pm - 11:00 pm; Tue 1:00 pm - 11:00 pm; Wed 1:00 pm - 11:00 pm; Thu 1:00 pm - 11:00 pm; Fri 1:00 pm - 11:00 pm; Sat 1:00 pm - 11:00 pm; Sun 1:00 pm - 11:00 pm Open now
Gorditas Doña Tota,5.0,$,"Tacos, Tacos",,Plaza las Américas,,Cancún,Quintana Roo,MX,,
Gorditas Norteñas,4.0,,"Tacos, Tacos",,Antiguo Camino Real a Cholula,72176,Puebla,,MX,,
Gorditas Y,4.5,$,"Tacos, Tacos",+52 998 152 4757,Av. Gastronómicos Mza 29,77528,Cancún,Quintana Roo,MX,,
Gordo Lele’s Tacos & Tortas,4.5,$,"Tacos, Tacos",,Calle Mariano Matamoros,23450,Los Cabos,Baja California Sur,MX,,
Gregory’s,5.0,,"Tacos, Tacos",+52 999 190 2783,"Calle 19 936, Col. Jardines de Merida",97144,Mérida,Yucatán,MX,,Mon 9:00 am - 12:00 pm Closed now; Tue 9:00 am - 12:00 pm; Wed 9:00 am - 12:00 pm; Thu 9:00 am - 12:00 pm; Fri 9:00 am - 12:00 pm; Sat 9:00 am - 12:00 pm; Sun 9:00 am - 12:00 pm
Guadalajara,,,"Tacos, Tacos",+52 81 807 45475,"Juarez 201, Centro de San Nicolás de los Garza",66400,San Nicolás de Los Garza,Nuevo León,MX,,
Guisados y Mariscos Richars’s,,,"Tacos, Tacos",,"Adolfo López Mateos 205, Col. Trojes de Alonso",20116,Aguascalientes,,MX,,Mon 8:00 am - 1:30 pm; Tue 8:00 am - 1:30 pm; Wed 8:00 am - 1:30 pm; Thu 8:00 am - 1:30 pm; Fri 8:00 am - 1:30 pm; Sat 8:00 am - 1:30 pm; Sun Closed
Gyros,5.0,$,"Tacos, Tacos",,Rio Orinoco 160,66220,Monterrey,Nuevo León,MX,,
Habanero Tacos al Carbon,3.0,$$,"Tacos, Tacos",+52 81 404 09777,Av. Paseo de las Américas 2501,67130,Monterrey,Nuevo León,MX,,Mon 6:00 pm - 12:00 am; Tue 6:00 pm - 12:00 am; Wed 6:00 pm - 12:00 am; Thu 6:00 pm - 12:00 am; Fri 6:00 pm - 12:00 am; Sat 6:00 pm - 12:00 am; Sun 6:00 pm - 12:00 am Open now
Huaraches Doña Meli,5.0,$,"Tacos, Tacos",,"Av. Morelos Esq. Congreso de la unión, Col. Jamaica Del. Venustiano Carranza",15800,"México, D.F.",,MX,,
Jc Grill,4.0,,"Tacos, Tacos",,"Av. Arturo B. de la Garza 1003, Col. Centro",66400,San Nicolás de los Garza,Nuevo León,MX,,
Jeepster Grill,4.5,,"Tacos, Tacos",+52 47 365 29572,"Plaza Artesanal Don Quijote, Local 7",36000,Guanajuato,,MX,,Mon 10:00 am - 6:00 pm; Tue 10:00 am - 6:00 pm; Wed 10:00 am - 6:00 pm; Thu 10:00 am - 6:00 pm; Fri 10:00 am - 6:00 pm; Sat 10:00 am - 6:00 pm; Sun Closed
Juan Bisteces,3.5,$$,"Tacos, Tacos",+52 55 5523 3175,Av. Universidad 273,03020,"México, D.F.",,MX,juanbisteces.com.mx,Mon 1:30 pm - 2:30 am; Tue 1:30 pm - 2:30 am; Wed 1:30 pm - 2:30 am; Thu 1:30 pm - 2:30 am; Fri 1:30 pm - 5:00 am; Sat 1:30 pm - 5:00 am; Sun 1:30 pm - 1:00 am Open now
Juan Carnitas,,$$,"Tacos, Tacos",,"Gobernador Luis G. Curiel 3573, Col. El Manantial",44860,Guadalajara,Jalisco,MX,,
Juany,5.0,,"Tacos, Tacos",,"Av.  Maestro Israel Cavazos Garza 237, Col. Valles de Guadalupe",67170,Niños Heroes,Nuevo León,MX,,Mon 7:00 am - 2:00 pm Closed now; Tue 7:00 am - 2:00 pm; Wed 7:00 am - 2:00 pm; Thu 7:00 am - 2:00 pm; Fri 7:00 am - 2:00 pm; Sat 7:00 am - 2:00 pm; Sun Closed
K38 Taco Surf,5.0,$,"Tacos, Tacos",+52 66 110 74317,Carretera el Morro KM 38,22710,Playas de Rosarito,Baja California,MX,,Mon 10:00 am - 7:00 pm; Tue 10:00 am - 7:00 pm; Wed 10:00 am - 7:00 pm; Thu 10:00 am - 7:00 pm; Fri 10:00 am - 7:00 pm; Sat 10:00 am - 7:00 pm; Sun 10:00 am - 7:00 pm Open now
Kalitos,4.0,$,"Tacos, Tacos",+52 33 371 98237,"Calzada Central 60, Col. Ciudad Granja",45010,Zapopan,Jalisco,MX,,Mon 12:00 pm - 7:00 pm; Tue 12:00 pm - 7:00 pm; Wed 12:00 pm - 7:00 pm; Thu 12:00 pm - 7:00 pm; Fri 12:00 pm - 7:00 pm; Sat 12:00 pm - 7:00 pm; Sun 12:00 pm - 7:00 pm Closed now
Kun Taco,4.5,,"Tacos, Tacos",,16 de septiembre 10501,,Puebla,,MX,,
L’salsero,4.5,,"Tacos, Tacos",+52 81 812 33357,"República de Chile 100 esquina Enrique C. Livas, Col. Vista Hermosa",64620,Monterrey,Nuevo León,MX,,Mon 7:30 am - 2:00 am; Tue Closed; Wed 7:30 am - 2:00 am; Thu 7:30 am - 2:00 am; Fri 7:30 am - 2:00 am; Sat 7:30 am - 2:00 am; Sun 7:30 am - 2:00 am Open now
La Antequera,4.0,$$,"Tacos, Tacos",+52 951 518 5309,"Calzada Porfirio Díaz 247, Col. Reforma",68050,Oaxaca,,MX,,
La Antigua Taqueria La Oriental,4.0,$,"Tacos, Tacos",,"Calle Tlaxco 705, Col. La Paz",72160,Heroica Puebla de Zaragoza,Puebla,MX,,
La Barbara,,,"Tacos, Tacos",+52 81 197 70646,"Av. José Vazconcelos 1517, Col. Santa Barbara",66226,San Pedro Garza García,Nuevo León,MX,,
La Birria,5.0,,"Tacos, Tacos",,Av. 38 Nte S/N,77720,Playa del Carmen,Quintana Roo,MX,,
La Birriería,,,"Tacos, Tacos",,25 sur #1702 - E,72190,Puebla,,MX,,
La Bodega del Taco,,$,"Tacos, Tacos",,M. Hidalgo S/N,72565,Puebla,,MX,,
La Brasilla,5.0,,"Tacos, Tacos",,"Salida a Celaya #49, Col. Centro",37700,Zona Centro,Guanajuato,MX,,
La cabañita,4.5,$,"Tacos, Tacos",,"Av. Coba, Enfrente de la Agencia chrysler",77500,Cancún,Quintana Roo,MX,,
La Canasta de Libres,4.0,,"Tacos, Tacos",,"Escuela Naval Militar No. 200 Local 2, Col. Reforma",68050,Oaxaca de Juárez,Oaxaca,MX,,
La Carbonera Tacos de Asada,4.0,$,"Tacos, Tacos",,"Av. Orion Norte, Col. Villa Floresta",72810,San Andrés Cholula,Puebla,MX,,Mon 6:00 pm - 12:00 am; Tue 6:00 pm - 12:00 am; Wed 6:00 pm - 12:00 am; Thu 6:00 pm - 12:00 am; Fri 6:00 pm - 12:00 am; Sat 6:00 pm - 12:00 am; Sun Closed
La Carreta,4.0,$,"Tacos, Tacos",+52 669 981 7445,Gutierrez Nájera 325,82030,Mazatlán,Sinaloa,MX,tacoslacarretita.blogspot.mx,
La Carreta de Tolo,5.0,,"Tacos, Tacos",+52 999 133 6583,"Calle 6 379, Col. Diaz Ordaz",97130,Mérida,Yucatán,MX,,Mon 8:00 am - 11:00 pm; Tue 8:00 am - 11:00 pm; Wed 8:00 am - 11:00 pm; Thu 8:00 am - 11:00 pm; Fri 8:00 am - 11:00 pm; Sat 8:00 am - 11:00 pm; Sun 8:00 am - 11:00 pm Open now
La Carreta del G\xfcero,4.5,,"Tacos, Tacos",,Av. Servidor Público,,Zapopan,Jalisco,MX,,
La Casa de Bob Esponja,,,"Tacos, Tacos",+52 44 827 80098,"Juárez 186, Centro",76850,Amealco,Querétaro,MX,,Mon 9:00 am - 11:00 pm; Tue 9:00 am - 11:00 pm; Wed Closed; Thu 9:00 am - 11:00 pm; Fri 9:00 am - 11:00 pm; Sat 9:00 am - 11:00 pm; Sun 9:00 am - 11:00 pm Open now
La Casa del Taco,,,"Tacos, Tacos",+52 34 812 37477,Lazaro Cardenas 74,63732,Bucerías,Nayarit,MX,,Mon 5:00 pm - 12:00 am; Tue 5:00 pm - 12:00 am; Wed 5:00 pm - 12:00 am; Thu 5:00 pm - 12:00 am; Fri 5:00 pm - 12:00 am; Sat 5:00 pm - 12:00 am; Sun 5:00 pm - 12:00 am Open now
La Charrita,4.0,,"Tacos, Tacos",+52 81 164 04085,Ruiz Cortinez 3841 L2,,Monterrey,Nuevo León,MX,,Mon Closed; Tue 7:30 am - 1:00 pm; Wed 7:30 am - 1:00 pm; Thu 7:30 am - 1:00 pm; Fri 7:30 am - 1:00 pm; Sat 7:30 am - 1:00 pm; Sun 7:30 am - 1:00 pm Closed now
La Chueca,,,"Tacos, Tacos",+52 81 833 95119,Avenida Pedro Infante S/N,,Monterrey,Nuevo León,MX,,
La Chula,4.5,$$,"Tacos, Tacos",+52 55 5523 4040,"Astrónomos 61, Col. Escandón",11800,"México, D.F.",,MX,lachulataqueria.com,Mon 1:00 pm - 12:00 am; Tue 1:00 pm - 12:00 am; Wed 1:00 pm - 12:00 am; Thu 1:00 pm - 12:00 am; Fri 1:00 pm - 4:30 am; Sat 1:00 pm - 4:30 am; Sun Closed
La Cochi-Loka,,,"Tacos, Tacos",+52 33 135 47828,Valparaíso 2387,44100,Guadalajara,Jalisco,MX,,
La Corcholata,4.0,,"Tacos, Tacos",,"Calle Batalla de Celaya 3102, Col. Fraccionamiento Revolución",45580,San Pedro Tlaquepaque,Jalisco,MX,,
La Costilla,4.0,$$,"Tacos, Tacos",+52 55 5590 9619,"Cumbres de Maltrata 352, Col. Narvarte",03610,"México, D.F.",,MX,,Mon 1:00 pm - 2:00 am Closed now; Tue 1:00 pm - 2:00 am; Wed 1:00 pm - 2:00 am; Thu 1:00 pm - 2:00 am; Fri 1:00 pm - 4:00 am; Sat 1:00 pm - 3:00 am; Sun 1:00 pm - 12:00 am
La Estancia,4.5,$$$,"Tacos, Tacos",+52 222 248 9991,"Calle 29 Sur 722, Col. La Paz",72160,Heróica Puebla de Zaragoza,Puebla,MX,laestanciaargentina.com,
La Faena de Revue,3.0,,"Tacos, Tacos",,"Francisco I. Madero y calle sexta  #8284, zona centro",22000,Tijuana,Baja California,MX,,
La Feria del Taco,3.5,$$,"Tacos, Tacos",+52 222 249 6886,"Av. Juarez 2720, Col. Paz",72160,Puebla,,MX,,Mon 1:00 pm - 1:00 am; Tue 1:00 pm - 1:00 am; Wed 1:00 pm - 1:00 am; Thu 1:00 pm - 1:00 am; Fri 1:00 pm - 4:00 am; Sat 1:00 pm - 3:00 am; Sun 1:00 pm - 10:00 pm Open now
La Flamita Mixe,4.0,$,"Tacos, Tacos",,"De las Rosas S/N, Colonia Reforma",68050,Oaxaca,,MX,,Mon 3:00 pm - 3:00 am; Tue 3:00 pm - 3:00 am; Wed 3:00 pm - 3:00 am; Thu 3:00 pm - 3:00 am; Fri 3:00 pm - 3:00 am; Sat 3:00 pm - 3:00 am; Sun 3:00 pm - 3:00 am Open now
La Flauteria,3.5,$,"Tacos, Tacos",,Av. Yaxchilan Plaza las Avenidas Sm 35,77500,Cancún,Quintana Roo,MX,,Mon 8:00 am - 11:00 pm; Tue 8:00 am - 11:00 pm; Wed 8:00 am - 11:00 pm; Thu 8:00 am - 11:00 pm; Fri 8:00 am - 11:00 pm; Sat 8:00 am - 11:00 pm; Sun 8:00 am - 11:00 pm Open now
La Flautería,3.5,$,"Tacos, Tacos",+52 998 882 2899,"Plaza del Ángel, Av. de la Luna S/N",77536,Cancún,Quintana Roo,MX,,Mon 9:00 am - 9:00 pm; Tue 9:00 am - 9:00 pm; Wed 9:00 am - 9:00 pm; Thu 9:00 am - 9:00 pm; Fri 9:00 am - 9:00 pm; Sat 9:00 am - 9:00 pm; Sun Closed
La Flor de Sahuayo,4.0,$,"Tacos, Tacos",+52 33 382 63993,"Av. Enrique Díaz de León 439, Col. Americana",44170,Guadalajara,Jalisco,MX,tacossahuayo.amawebs.com,Mon 8:00 am - 12:00 am Closed now; Tue 8:00 am - 12:00 am; Wed 8:00 am - 12:00 am; Thu 8:00 am - 12:00 am; Fri 8:00 am - 12:00 am; Sat 8:00 am - 12:00 am; Sun 8:00 am - 12:00 am
La Fogata,5.0,,"Tacos, Tacos",,"San Francisco 2433, Col. San Manuel",72570,Puebla,,MX,,
La Fogata,4.0,,"Tacos, Tacos",+52 222 615 3817,Av. 32 Pte. 3202,72050,Heroica Puebla de Zaragoza,Puebla,MX,,Mon 1:00 pm - 12:00 am Closed now; Tue 1:00 pm - 12:00 am; Wed 1:00 pm - 12:00 am; Thu 1:00 pm - 12:00 am; Fri 1:00 pm - 12:00 am; Sat 1:00 pm - 12:00 am; Sun 1:00 pm - 12:00 am
La Fogata,4.5,$,"Tacos, Tacos",+52 222 702 5033,Calle de los Pinos 1124,72490,Heróica Puebla de Zaragoza,Puebla,MX,,
La fogata Norteña,3.5,,"Tacos, Tacos",+52 999 195 1010,"Av. Mérida 2000 317, por 13 y 19",97200,Mérida,Yucatán,MX,,
La Fogata Oaxaqueña,4.0,,"Tacos, Tacos",+52 444 813 4593,Av. Venustiano Carranza 1495,76900,El Pueblito,Querétaro,MX,,
La Fogata Tacos Especialidades y más,3.0,,"Tacos, Tacos",+52 222 692 4287,"Blvd. Nte. 3610, Col. Nueva Aurora",72050,Heroica Puebla de Zaragoza,Puebla,MX,,Mon 10:00 am - 1:00 am; Tue 10:00 am - 1:00 am; Wed 10:00 am - 1:00 am; Thu 10:00 am - 1:00 am; Fri 10:00 am - 1:00 am; Sat 10:00 am - 1:00 am; Sun 10:00 am - 1:00 am Open now
